method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,target,repeat_status,repeat_setting_id,repeat_p50_ms,repeat_p95_ms,repeat_recall,repeat_meets_target,repeat_process_p50_min_ms,repeat_process_p50_max_ms,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00451,10,994,1,1000,1,True,True,0.99,9.789750500203809,10.217919099795836,9777.033658005166,9.789750500203809,9.789750500203809,9.789750500203809,76110336,221806592,242528.686,994.0,0.0,4272.753,0.0,0.0,0.0,main-s00451,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,242528.686,nomic-msmarco-d256::main-s00400,0.99,qualified,nomic-msmarco-d256::main-s00451,9.799562500120373,10.260895848659857,0.99,True,9.774562500751927,9.826999999859254,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00036,10,994,1,1000,1,True,True,0.99,10.655145499185892,11.253921153002011,10662.986465042195,10.655145499185892,10.655145499185892,10.655145499185892,44000000,156991488,242528.686,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00036,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,242528.686,nomic-msmarco-d256::main-s00400,0.99,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00036,10.647020499163773,11.501862499244453,0.99,True,10.45512500058976,10.774812999443384,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00402,100,9,1,1000,1,True,True,0.51447,0.19720800082723144,0.22600000011152588,198.70551597523445,0.19720800082723144,0.19720800082723144,0.19720800082723144,40000000,184385536,2366.209,0.0,0.0,0.0,0.0,0.0,0.0,main-s00402,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,2366.209,nomic-msmarco-d256::main-s00402,0.5,qualified,nomic-msmarco-d256::main-s00402,0.19639599850052036,0.22470804760814644,0.51447,True,0.1960835015779594,0.19670850088004954,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00459,100,9,1,1000,1,True,True,0.51447,0.20637499983422458,0.23516699920946849,207.6502019772306,0.20637499983422458,0.20637499983422458,0.20637499983422458,76110336,221806592,2366.209,9.0,0.0,41.376,0.0,0.0,0.0,main-s00459,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,2366.209,nomic-msmarco-d256::main-s00402,0.5,qualified,nomic-msmarco-d256::main-s00459,0.20941649927408434,0.2397499993094243,0.51447,True,0.2061669983959291,0.21106299936946016,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00037,100,9,1,1000,1,True,True,0.51447,0.20720850079669617,0.23804615084372927,208.62219101400115,0.20720850079669617,0.20720850079669617,0.20720850079669617,44000000,157122560,2366.209,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00037,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,2366.209,nomic-msmarco-d256::main-s00402,0.5,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00037,0.20487499932642095,0.2356333505304064,0.51447,True,0.20166650028841104,0.20662499991885852,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00402', 'target': 0.5}]",['main-s00402']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00403,100,87,1,1000,1,True,True,0.80098,1.0081875007017516,1.1221173005651508,1010.0638309886563,1.0081875007017516,1.0081875007017516,1.0081875007017516,40000000,184385536,21658.065,0.0,0.0,0.0,0.0,0.0,0.0,main-s00403,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,21658.065,nomic-msmarco-d256::main-s00403,0.8,qualified,nomic-msmarco-d256::main-s00403,0.9743754999362864,1.0855104501388269,0.80098,True,0.9655835001467494,0.9824789995036554,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00462,100,87,1,1000,1,True,True,0.80098,0.9866665013760212,1.0954767994007852,991.8297039785102,0.9866665013760212,0.9866665013760212,0.9866665013760212,76110336,221806592,21658.065,87.0,0.0,380.473,0.0,0.0,0.0,main-s00462,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,21658.065,nomic-msmarco-d256::main-s00403,0.8,qualified,nomic-msmarco-d256::main-s00462,0.9912705008900957,1.099135398362705,0.80098,True,0.9872500013443641,0.9946454993041698,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00038,100,87,1,1000,1,True,True,0.80098,1.027062500725151,1.1404291495637153,1031.679858922871,1.027062500725151,1.027062500725151,1.027062500725151,44000000,157204480,21658.065,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00038,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,21658.065,nomic-msmarco-d256::main-s00403,0.8,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00038,1.0608960001263767,1.1815913503596676,0.80098,True,1.0557709993008757,1.0628745003486983,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00404,100,246,1,1000,1,True,True,0.90028,2.4763125002209563,2.6853066000512626,2481.3250549959776,2.4763125002209563,2.4763125002209563,2.4763125002209563,40000000,184385536,60451.827,0.0,0.0,0.0,0.0,0.0,0.0,main-s00404,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,60451.827,nomic-msmarco-d256::main-s00404,0.9,qualified,nomic-msmarco-d256::main-s00404,2.5049169998965226,2.735296147147892,0.90028,True,2.4938329988799524,2.5118329995166278,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00467,100,246,1,1000,1,True,True,0.90028,2.5574374994903337,2.76522950071012,2559.7739980530605,2.5574374994903337,2.5574374994903337,2.5574374994903337,76110336,221806592,60451.827,246.0,0.0,1063.755,0.0,0.0,0.0,main-s00467,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,60451.827,nomic-msmarco-d256::main-s00404,0.9,qualified,nomic-msmarco-d256::main-s00467,2.5611459986976115,2.7805708525193036,0.90028,True,2.5561045003996696,2.564312499089283,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00039,100,246,1,1000,1,True,True,0.90028,2.7035419989260845,2.961397951185063,2710.0697299465537,2.7035419989260845,2.7035419989260845,2.7035419989260845,44000000,157204480,60451.827,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00039,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,60451.827,nomic-msmarco-d256::main-s00404,0.9,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00039,2.7559170011954848,3.0287271003544443,0.90028,True,2.7155210027558496,2.82591649920505,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00405,100,513,1,1000,1,True,True,0.95003,5.0824999998440035,5.469252099828736,5079.025835006178,5.0824999998440035,5.0824999998440035,5.0824999998440035,40000000,184385536,125302.799,0.0,0.0,0.0,0.0,0.0,0.0,main-s00405,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,125302.799,nomic-msmarco-d256::main-s00405,0.95,qualified,nomic-msmarco-d256::main-s00405,5.02120849887433,5.375249698590778,0.95003,True,5.013583499021479,5.0277499976800755,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00471,100,513,1,1000,1,True,True,0.95003,5.164979001165193,5.467154150028364,5155.825348008875,5.164979001165193,5.164979001165193,5.164979001165193,76110336,221806592,125302.799,513.0,0.0,2207.033,0.0,0.0,0.0,main-s00471,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,125302.799,nomic-msmarco-d256::main-s00405,0.95,qualified,nomic-msmarco-d256::main-s00471,5.164979000255698,5.478924348608416,0.95003,True,5.163812498722109,5.169479001779109,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00040,100,513,1,1000,1,True,True,0.95003,5.65293749968987,6.0585732531762915,5654.943585006549,5.65293749968987,5.65293749968987,5.65293749968987,44000000,157122560,125302.799,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00040,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,125302.799,nomic-msmarco-d256::main-s00405,0.95,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00040,5.4885624995222315,6.012656249185966,0.95003,True,5.47066699982679,5.4985625010886,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00405', 'target': 0.95}]",['main-s00405']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00406,100,1414,1,1000,1,True,True,0.99002,13.430666500426014,13.95809549912883,13440.503573960086,13.430666500426014,13.430666500426014,13.430666500426014,40000000,184385536,345279.339,0.0,0.0,0.0,0.0,0.0,0.0,main-s00406,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,345279.339,nomic-msmarco-d256::main-s00406,0.99,qualified,nomic-msmarco-d256::main-s00406,13.452979501380469,13.956022898855736,0.99002,True,13.44829200024833,13.458416498906445,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00475,100,1414,1,1000,1,True,True,0.99002,13.887562500713102,14.416168749085045,13877.336010971703,13.887562500713102,13.887562500713102,13.887562500713102,76110336,221806592,345279.339,1414.0,0.0,6083.381,0.0,0.0,0.0,main-s00475,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,345279.339,nomic-msmarco-d256::main-s00406,0.99,qualified,nomic-msmarco-d256::main-s00475,13.86616700074228,14.381470500484284,0.99002,True,13.856500501788105,13.878125000701402,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00041,100,1414,1,1000,1,True,True,0.99002,14.60362550096761,15.244654152593283,14570.053240066045,14.60362550096761,14.60362550096761,14.60362550096761,44000000,157204480,345279.339,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00041,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,345279.339,nomic-msmarco-d256::main-s00406,0.99,qualified,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00041,14.645333498265245,15.543083051670692,0.99002,True,14.635958501457935,14.670395999928587,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00406', 'target': 0.99}]",['main-s00406']
