query,full_float_best_row,full_float_best_score,binary_top1_row,binary_top1_full_score,top1_full_score_gap,top1_agrees,candidate_count,candidate_best_row,candidate_best_full_score,candidate_best_full_score_gap,candidates_agree,pool,binary_dimensions,query_id
570,143786,0.803142249584198,358046,0.5436184406280518,0.25952380895614624,False,100,70038,0.7804644107818604,0.022677838802337646,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,984499
571,451091,0.8116250038146973,595842,0.539216160774231,0.2724088430404663,False,100,451091,0.8116250038146973,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1046475
572,328276,0.7988393306732178,328276,0.7988393306732178,0.0,True,100,328276,0.7988393306732178,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1091421
573,970875,0.7295099496841431,631470,0.5450352430343628,0.18447470664978027,False,100,389050,0.6590127348899841,0.07049721479415894,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,998609
574,760949,0.8849695324897766,909761,0.6070780158042908,0.27789151668548584,False,100,760949,0.8849694728851318,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,206819
575,169055,0.7223786115646362,825055,0.5860399603843689,0.13633865118026733,False,100,603307,0.6707643866539001,0.051614224910736084,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1005888
576,1798,0.8393269777297974,390699,0.6494853496551514,0.189841628074646,False,100,1798,0.8393268585205078,1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1070867
577,456401,0.8016512989997864,446327,0.7828047871589661,0.018846511840820312,False,100,456401,0.8016513586044312,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1006987
578,462980,0.7204847931861877,19735,0.6230690479278564,0.0974157452583313,False,100,841135,0.6827254891395569,0.03775930404663086,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,997713
579,371271,0.8731517791748047,149922,0.5809513330459595,0.2922004461288452,False,100,371271,0.8731517791748047,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,184621
580,190419,0.7646533846855164,659459,0.7008506655693054,0.06380271911621094,False,100,190419,0.7646533846855164,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,505541
581,220692,0.702789843082428,881303,0.5429632067680359,0.1598266363143921,False,100,526467,0.6269497871398926,0.0758400559425354,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,510858
582,609385,0.8480798006057739,475989,0.580768346786499,0.2673114538192749,False,100,609385,0.8480798006057739,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,161117
583,401019,0.8289936780929565,25307,0.7982305884361267,0.030763089656829834,False,100,401019,0.8289936780929565,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,831560
584,54836,0.7077190279960632,257075,0.4987402558326721,0.2089787721633911,False,100,748651,0.6896143555641174,0.0181046724319458,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,94798
585,551372,0.9136286973953247,240999,0.8335848450660706,0.08004385232925415,False,100,551372,0.9136286973953247,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,314907
586,719336,0.8160651922225952,875390,0.7522992491722107,0.06376594305038452,False,100,719336,0.8160651922225952,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1099433
587,759935,0.91508948802948,759935,0.9150895476341248,-5.960464477539063e-08,True,100,759935,0.9150895476341248,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,146269
588,775637,0.8334351778030396,732110,0.8205604553222656,0.012874722480773926,False,100,775637,0.8334352970123291,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1024727
589,634649,0.7631543278694153,418009,0.5700873136520386,0.1930670142173767,False,100,634649,0.7631542682647705,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,160339
590,899496,0.8454210162162781,838203,0.6341820955276489,0.21123892068862915,False,100,465682,0.779088020324707,0.06633299589157104,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,869759
591,847705,0.8072256445884705,321801,0.72977614402771,0.0774495005607605,False,100,243121,0.7924168109893799,0.014808833599090576,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,15607
592,483424,0.8034802079200745,577751,0.5231199264526367,0.28036028146743774,False,100,570850,0.7774033546447754,0.026076853275299072,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,512278
593,204932,0.8803306818008423,204932,0.8803306221961975,5.960464477539063e-08,True,100,204932,0.8803306221961975,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,930721
594,122265,0.7753820419311523,846166,0.6936631202697754,0.08171892166137695,False,100,122265,0.7753820419311523,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,25534
595,196078,0.9064671993255615,196078,0.9064673185348511,-1.1920928955078125e-07,True,100,196078,0.9064673185348511,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,85053
596,66466,0.7657617926597595,131721,0.524915874004364,0.2408459186553955,False,100,733694,0.7154585719108582,0.05030322074890137,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,945535
597,721531,0.8961039781570435,999530,0.7372570633888245,0.158846914768219,False,100,721531,0.8961039781570435,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,18101
598,755682,0.7676636576652527,234213,0.622930109500885,0.14473354816436768,False,100,755682,0.7676637172698975,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,632055
599,827542,0.8047997951507568,151327,0.679055392742157,0.12574440240859985,False,100,827542,0.8047998547554016,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1094145
600,543217,0.8793123960494995,875859,0.7401710152626038,0.13914138078689575,False,100,543217,0.8793123960494995,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1024893
601,419103,0.8549243211746216,419103,0.8549243211746216,0.0,True,100,419103,0.8549243211746216,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1085348
602,244155,0.8793935775756836,244155,0.8793936371803284,-5.960464477539063e-08,True,100,244155,0.8793936371803284,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,696738
603,709380,0.8846323490142822,200234,0.8769886493682861,0.007643699645996094,False,100,709380,0.8846323490142822,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1098111
604,164195,0.8107738494873047,70562,0.5000147223472595,0.31075912714004517,False,100,677922,0.8023407459259033,0.008433103561401367,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,191792
605,730029,0.8154231309890747,567050,0.6033470630645752,0.2120760679244995,False,100,730029,0.8154231309890747,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1093561
606,378789,0.8914107084274292,96516,0.8076430559158325,0.08376765251159668,False,100,378789,0.8914107084274292,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,526671
607,904192,0.8362433314323425,716885,0.5178844332695007,0.3183588981628418,False,100,904192,0.8362433314323425,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1098860
608,746795,0.7393012046813965,746795,0.7393012046813965,0.0,True,100,746795,0.7393012046813965,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1090513
609,352182,0.8527441024780273,352182,0.852743923664093,1.7881393432617188e-07,True,100,352182,0.852743923664093,1.7881393432617188e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,36388
610,609072,0.6673054695129395,19981,0.6473379731178284,0.019967496395111084,False,100,19981,0.6473379731178284,0.019967496395111084,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1100187
611,372191,0.7968515157699585,787929,0.6796152591705322,0.11723625659942627,False,100,259898,0.7927919626235962,0.004059553146362305,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,448035
612,622183,0.7226808071136475,833922,0.6614928841590881,0.061187922954559326,False,100,622183,0.7226808071136475,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1094027
613,646517,0.7860698103904724,676891,0.49427491426467896,0.29179489612579346,False,100,840763,0.7030512094497681,0.08301860094070435,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1047738
614,379105,0.9368746876716614,451465,0.9149346947669983,0.021939992904663086,False,100,379105,0.9368747472763062,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,93308
615,567877,0.789172887802124,567877,0.789172887802124,0.0,True,100,567877,0.789172887802124,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1029003
616,783247,0.7918367385864258,332924,0.6423122882843018,0.14952445030212402,False,100,961783,0.7856693267822266,0.006167411804199219,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1084905
617,738148,0.8237370252609253,37979,0.6231689453125,0.2005680799484253,False,100,738148,0.8237370252609253,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1089966
618,936581,0.7172386646270752,525967,0.5968287587165833,0.12040990591049194,False,100,560222,0.6489014029502869,0.06833726167678833,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1058165
619,326505,0.7678899765014648,673779,0.7407858967781067,0.027104079723358154,False,100,241433,0.761612594127655,0.0062773823738098145,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1094536
620,164449,0.867327868938446,785225,0.8491949439048767,0.018132925033569336,False,100,164449,0.867327868938446,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1011021
621,508981,0.7795460224151611,785964,0.38022804260253906,0.39931797981262207,False,100,65706,0.5882281064987183,0.19131791591644287,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1099981
622,724589,0.8141944408416748,50535,0.7770073413848877,0.03718709945678711,False,100,79935,0.809544563293457,0.0046498775482177734,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,537526
623,891885,0.7336694002151489,490345,0.6598912477493286,0.07377815246582031,False,100,521869,0.7331434488296509,0.0005259513854980469,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,657264
624,540310,0.874138593673706,277175,0.6714396476745605,0.2026989459991455,False,100,540310,0.8741386532783508,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,887395
625,83507,0.8910890817642212,232787,0.8474251627922058,0.04366391897201538,False,100,83507,0.8910890817642212,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,994338
626,828130,0.7902461290359497,175405,0.6138491630554199,0.17639696598052979,False,100,828130,0.7902461290359497,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,476724
627,665302,0.8619754314422607,218219,0.5353188514709473,0.3266565799713135,False,100,665302,0.8619754314422607,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,626701
628,200734,0.7478886246681213,929821,0.5568997263908386,0.19098889827728271,False,100,265376,0.7068732380867004,0.0410153865814209,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,406923
629,665841,0.8049309253692627,618843,0.6947522759437561,0.11017864942550659,False,100,795687,0.7388466596603394,0.06608426570892334,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,406351
630,839116,0.870740532875061,336689,0.6647975444793701,0.20594298839569092,False,100,839116,0.870740532875061,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1063709
631,507572,0.7038678526878357,500169,0.6393661499023438,0.06450170278549194,False,100,272376,0.6410754919052124,0.06279236078262329,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1082893
632,235136,0.7612636089324951,836639,0.5329194664955139,0.2283441424369812,False,100,280226,0.7591059803962708,0.0021576285362243652,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1074499
633,55614,0.8417834043502808,651415,0.5805537700653076,0.26122963428497314,False,100,55614,0.8417834043502808,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,555458
634,477359,0.8445000648498535,310298,0.841960608959198,0.0025394558906555176,False,100,477359,0.8445000648498535,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,390813
635,430191,0.8449130058288574,887188,0.7254875898361206,0.11942541599273682,False,100,430191,0.8449129462242126,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1004199
636,99588,0.811072051525116,904458,0.6060498952865601,0.2050221562385559,False,100,99588,0.811072051525116,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,239511
637,44931,0.8333187103271484,368895,0.710808515548706,0.12251019477844238,False,100,44931,0.8333187699317932,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1045709
638,335304,0.7323957681655884,165747,0.5796398520469666,0.15275591611862183,False,100,578163,0.7143654823303223,0.018030285835266113,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1074807
639,911868,0.8431148529052734,107592,0.6923927068710327,0.15072214603424072,False,100,911868,0.8431147933006287,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1093491
640,158539,0.8192343711853027,158539,0.8192343711853027,0.0,True,100,158539,0.8192343711853027,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,132263
641,654348,0.7888164520263672,654348,0.7888164520263672,0.0,True,100,654348,0.7888164520263672,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1092930
642,864834,0.7734056711196899,225918,0.7608055472373962,0.012600123882293701,False,100,864834,0.7734056711196899,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,991241
643,198465,0.7590582966804504,391677,0.6107525825500488,0.1483057141304016,False,100,198465,0.7590582966804504,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1092162
644,95106,0.8473318815231323,782001,0.6017178297042847,0.24561405181884766,False,100,95106,0.8473320007324219,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,985259
645,516705,0.7948238849639893,265194,0.6928507089614868,0.10197317600250244,False,100,78260,0.794087290763855,0.0007365942001342773,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1086760
646,551294,0.8474923968315125,851431,0.8299051523208618,0.017587244510650635,False,100,551294,0.8474923968315125,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1003210
647,272201,0.7327587008476257,187622,0.48760175704956055,0.24515694379806519,False,100,392923,0.7302533388137817,0.002505362033843994,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1039728
648,549827,0.843548595905304,549827,0.8435485363006592,5.960464477539063e-08,True,100,549827,0.8435485363006592,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1045527
649,159144,0.7227884531021118,274495,0.4862300157546997,0.2365584373474121,False,100,159144,0.7227884531021118,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,796383
650,914765,0.7649855017662048,552122,0.7357094287872314,0.02927607297897339,False,100,914765,0.7649855017662048,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,714636
651,3945,0.8204009532928467,483929,0.7690818309783936,0.051319122314453125,False,100,3945,0.8204009532928467,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1101448
652,610898,0.7560571432113647,435100,0.6474850177764893,0.10857212543487549,False,100,610898,0.7560571432113647,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,585165
653,618414,0.8903551697731018,661298,0.7753109335899353,0.1150442361831665,False,100,618414,0.8903551697731018,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1100370
654,999293,0.7959760427474976,614328,0.7372360229492188,0.05874001979827881,False,100,999293,0.7959760427474976,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,372792
655,724003,0.8237921595573425,724003,0.8237922191619873,-5.960464477539063e-08,True,100,724003,0.8237922191619873,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1089750
656,71713,0.8371145725250244,71713,0.837114691734314,-1.1920928955078125e-07,True,100,71713,0.837114691734314,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,582557
657,463912,0.7085883021354675,911496,0.5197638273239136,0.18882447481155396,False,100,198979,0.6500847935676575,0.05850350856781006,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,934964
658,788133,0.84171462059021,907860,0.6646112203598022,0.17710340023040771,False,100,788133,0.8417145609855652,5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,195693
659,200939,0.7896841764450073,200939,0.7896842956542969,-1.1920928955078125e-07,True,100,200939,0.7896842956542969,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,617968
660,3339,0.8131818771362305,838520,0.6546759605407715,0.15850591659545898,False,100,3339,0.81318199634552,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,578362
661,234197,0.93439120054245,76667,0.914406955242157,0.01998424530029297,False,100,234197,0.93439120054245,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,814699
662,251168,0.76857590675354,606647,0.610136091709137,0.15843981504440308,False,100,251168,0.7685759663581848,-5.960464477539063e-08,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,964152
663,356113,0.8634734153747559,356113,0.8634735345840454,-1.1920928955078125e-07,True,100,356113,0.8634735345840454,-1.1920928955078125e-07,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1088628
664,978650,0.8209552764892578,990922,0.5609729290008545,0.2599823474884033,False,100,978650,0.8209552764892578,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1083342
665,335359,0.853208601474762,715383,0.5674573183059692,0.2857512831687927,False,100,335359,0.853208601474762,0.0,True,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,352236
666,846468,0.8217987418174744,107015,0.7297300100326538,0.09206873178482056,False,100,95858,0.8058284521102905,0.015970289707183838,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,953020
667,469533,0.8202767968177795,917787,0.7123880386352539,0.10788875818252563,False,100,860928,0.8155826926231384,0.004694104194641113,False,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d64,64,1079086
