query,full_float_best_row,full_float_best_score,query_id
826,108564,0.9500918388366699,112001
827,287884,0.8495076894760132,296664
828,196820,0.6874029636383057,207220
829,118835,0.8338167667388916,122597
830,142908,0.8378526568412781,147418
831,71545,0.8208593726158142,73789
832,472102,0.7681053280830383,485874
833,356000,0.8167302012443542,366680
834,400937,0.7395787239074707,412800
835,419442,0.8664353489875793,431764
836,388564,0.7355233430862427,470139
837,169432,0.7727604508399963,174715
838,260506,0.8373844623565674,268474
839,64400,0.830085813999176,474885
840,26335,0.8877725601196289,27153
841,217482,0.8476705551147461,224227
842,314541,0.8140194416046143,324103
843,302857,0.8758895993232727,25808
844,394143,0.9062421917915344,405825
845,517432,0.9050854444503784,525640
846,487537,0.779627799987793,445648
847,57131,0.8200478553771973,190003
848,127688,0.7284207344055176,437253
849,302730,0.8673288226127625,98111
850,190870,0.9034579396247864,196813
851,258319,0.8425973653793335,377917
852,147093,0.8724515438079834,151736
853,479127,0.7999427318572998,176348
854,176982,0.8711933493614197,128636
855,255638,0.8691706657409668,495779
856,97406,0.8490928411483765,44921
857,432381,0.9329354763031006,445080
858,316144,0.8014116883277893,325752
859,503876,0.8814891576766968,518444
860,6996,0.8044959306716919,7212
861,64710,0.8171343803405762,66731
862,382355,0.871185302734375,306795
863,484093,0.9107311964035034,498179
864,386342,0.5973035097122192,215627
865,263756,0.8678351640701294,271828
866,166543,0.7770852446556091,171747
867,178302,0.8054857850074768,250545
868,480169,0.8919167518615723,494157
869,169015,0.9025532603263855,377711
870,326999,0.8358975052833557,30386
871,253435,0.8937622308731079,356315
872,190509,0.8021864295005798,177217
873,19003,0.8896913528442383,19597
874,223070,0.9018076062202454,229975
875,29580,0.8104647994041443,30509
876,81424,0.8004764318466187,84008
877,325926,0.8039370775222778,335808
878,159282,0.8307304382324219,164277
879,118386,0.8530982732772827,122130
880,121308,0.8878354430198669,125140
881,33875,0.6657793521881104,286602
882,376734,0.8246743679046631,387999
883,95197,0.8513193130493164,98230
884,137282,0.8038972616195679,141607
885,427932,0.8434712290763855,440497
886,19260,0.8623911738395691,19859
887,40227,0.8380908966064453,507918
888,10244,0.8532569408416748,372688
889,254623,0.8082870841026306,276082
890,428544,0.7822189331054688,441128
891,123079,0.8995134830474854,65240
892,36020,0.8397461175918579,37145
893,252991,0.846419095993042,398537
894,235473,0.8045132160186768,106155
895,138734,0.8633521795272827,143105
896,125935,0.8623608946800232,130824
897,39794,0.9237484335899353,164814
898,198659,0.7558661699295044,252429
899,398043,0.885413408279419,409836
900,256877,0.9385935068130493,264755
901,220428,0.8964767456054688,227254
902,475347,0.8435027599334717,489191
903,92219,0.8456709980964661,95149
904,476537,0.5962973833084106,526040
905,89864,0.8714742064476013,92713
906,423177,0.7610992193222046,435611
907,175017,0.7921226024627686,65285
908,381436,0.7988618612289429,399424
909,512457,0.8940353393554688,527213
910,333916,0.8759604692459106,344004
911,311184,0.9342665672302246,320656
912,119664,0.7595604062080383,258425
913,313470,0.8965291976928711,323009
914,187334,0.8124310374259949,401576
915,38610,0.8142555356025696,39826
916,778,0.7841615676879883,885
917,111184,0.7635214328765869,441514
918,288381,0.9064213037490845,71444
919,50877,0.829356849193573,397824
920,4907,0.839285135269165,5066
921,260269,0.8665686845779419,321601
922,114556,0.8397561311721802,118195
923,289204,0.7301352024078369,451309
924,26006,0.8849427700042725,26815
925,367322,0.8552013039588928,378332
926,412323,0.854084312915802,424479
927,496732,0.8526383638381958,511127
928,9288,0.8980688452720642,217540
929,159889,0.8558140993118286,164902
930,232636,0.7886730432510376,239783
931,36584,0.8704378604888916,37739
932,349178,0.7803179025650024,359676
933,110288,0.8403696417808533,113788
934,93907,0.8417873978614807,96896
935,19165,0.9096496105194092,19762
936,97289,0.8792070746421814,506135
937,401264,0.8430201411247253,413138
938,3570,0.8425045013427734,150494
939,52434,0.8639489412307739,51202
940,335480,0.8664734363555908,345614
941,181131,0.7720682621002197,186784
942,217597,0.8307367563247681,114602
943,232621,0.8816744089126587,200808
944,263757,0.8691184520721436,271830
945,113867,0.8874340057373047,117480
946,60965,0.8636788129806519,62882
947,265091,0.848940908908844,421563
948,63074,0.8045257329940796,65053
949,500721,0.7811571359634399,515216
950,425310,0.8489083051681519,437805
951,252433,0.8380898833274841,260182
952,274174,0.855355441570282,329702
953,333005,0.7692297101020813,128936
954,27969,0.8848874568939209,389107
955,329879,0.8868923187255859,339870
956,365230,0.8172894716262817,376183
957,163238,0.7935530543327332,176499
958,483599,0.9073821306228638,497673
959,356476,0.8453961610794067,379294
960,109428,0.6932146549224854,201286
961,396000,0.7256255149841309,407737
962,212711,0.8524609804153442,219341
963,315887,0.8761972188949585,325485
964,516543,0.8013200759887695,531396
965,185537,0.7797878980636597,143847
966,488250,0.8038492202758789,502443
967,367570,0.7872620224952698,378596
968,407112,0.7474899291992188,386630
969,519576,0.8800268173217773,352605
970,97175,0.8373103141784668,100267
971,40947,0.867748498916626,111599
972,410389,0.811671793460846,422496
973,200737,0.8458957672119141,75625
974,251975,0.8501436114311218,259707
975,310551,0.8108346462249756,320002
976,369946,0.9136207699775696,381032
977,402076,0.7482540011405945,16542
978,73078,0.842944324016571,75377
979,123661,0.9233952164649963,127569
980,410423,0.7950561046600342,422532
981,444795,0.8192317485809326,229383
982,378210,0.8829671144485474,389515
983,347800,0.8634002208709717,358251
984,177866,0.8066965937614441,183424
985,246681,0.814326822757721,254271
986,299558,0.7644970417022705,308700
987,89172,0.8580290079116821,234372
988,144778,0.8115151524543762,149352
989,305832,0.770958423614502,23731
990,192605,0.7891497015953064,198592
991,367918,0.8552073240280151,378956
992,52126,0.8227139711380005,52031
993,183708,0.8328023552894592,248117
994,355418,0.8975135684013367,366086
995,1646,0.8301936388015747,345465
996,165163,0.774451732635498,153805
997,83272,0.6696790456771851,85913
998,293362,0.7894341945648193,302298
999,1797,0.8436858057975769,208067
