target,meets_target,method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
0.8,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00403,100,87,1,3000,3,True,True,0.80098,0.9743754999362864,1.0855104501388269,2929.0027000279224,0.9738960015965858,0.9655835001467494,0.9824789995036554,40000000,184549376,21658.065,0.0,0.0,0.0,0.0,0.0,0.0,main-s00403,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,21658.065,nomic-msmarco-d256::main-s00403,,,,,,,,
0.8,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00462,100,87,1,3000,3,True,True,0.80098,0.9912705008900957,1.099135398362705,2985.7575990245095,0.9935835005308036,0.9872500013443641,0.9946454993041698,76110336,221904896,21658.065,87.0,0.0,380.473,0.0,0.0,0.0,main-s00462,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,21658.065,nomic-msmarco-d256::main-s00403,2048,512,0,42,,,,
0.8,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00038,100,87,1,3000,3,True,True,0.80098,1.0608960001263767,1.1815913503596676,3187.4675159888284,1.0628330001054564,1.0557709993008757,1.0628745003486983,44000000,157106176,21658.065,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00038,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,21658.065,nomic-msmarco-d256::main-s00403,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403']
0.9,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00404,100,246,1,3000,3,True,True,0.90028,2.5049169998965226,2.735296147147892,7529.99157492377,2.5062914992304286,2.4938329988799524,2.5118329995166278,40000000,184549376,60451.827,0.0,0.0,0.0,0.0,0.0,0.0,main-s00404,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,60451.827,nomic-msmarco-d256::main-s00404,,,,,,,,
0.9,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00467,100,246,1,3000,3,True,True,0.90028,2.5611459986976115,2.7805708525193036,7690.898680088139,2.5622085013310425,2.5561045003996696,2.564312499089283,76110336,221904896,60451.827,246.0,0.0,1063.755,0.0,0.0,0.0,main-s00467,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,60451.827,nomic-msmarco-d256::main-s00404,2048,8192,0,42,,,,
0.9,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00039,100,246,1,3000,3,True,True,0.90028,2.7559170011954848,3.0287271003544443,8287.902789055806,2.736937498411862,2.7155210027558496,2.82591649920505,44000000,157073408,60451.827,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00039,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,60451.827,nomic-msmarco-d256::main-s00404,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404']
0.95,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00405,100,513,1,3000,3,True,True,0.95003,5.02120849887433,5.375249698590778,15063.569665959221,5.024728998250794,5.013583499021479,5.0277499976800755,40000000,184549376,125302.799,0.0,0.0,0.0,0.0,0.0,0.0,main-s00405,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,125302.799,nomic-msmarco-d256::main-s00405,,,,,,,,
0.95,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00471,100,513,1,3000,3,True,True,0.95003,5.164979000255698,5.478924348608416,15476.592076036468,5.1638334971357835,5.163812498722109,5.169479001779109,76110336,221904896,125302.799,513.0,0.0,2207.033,0.0,0.0,0.0,main-s00471,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,125302.799,nomic-msmarco-d256::main-s00405,2048,8192,0,42,,,,
0.95,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00040,100,513,1,3000,3,True,True,0.95003,5.4885624995222315,6.012656249185966,16525.44875696185,5.494624998391373,5.47066699982679,5.4985625010886,44000000,157155328,125302.799,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00040,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,125302.799,nomic-msmarco-d256::main-s00405,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00405', 'target': 0.95}]",['main-s00405']
0.99,True,scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00406,100,1414,1,3000,3,True,True,0.99002,13.452979501380469,13.956022898855736,40325.655636966985,13.457895998726599,13.44829200024833,13.458416498906445,40000000,184549376,345279.339,0.0,0.0,0.0,0.0,0.0,0.0,main-s00406,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,44227072,345279.339,nomic-msmarco-d256::main-s00406,,,,,,,,
0.99,True,branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256::main-s00475,100,1414,1,3000,3,True,True,0.99002,13.86616700074228,14.381470500484284,41570.961520945275,13.861478999388055,13.856500501788105,13.878125000701402,76110336,221904896,345279.339,1414.0,0.0,6083.381,0.0,0.0,0.0,main-s00475,nomic-msmarco-d256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256,32000000000,4227072,80337408,345279.339,nomic-msmarco-d256::main-s00406,2048,8192,0,42,,,,
0.99,True,prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,nomic-msmarco-d256-followup::nomic-msmarco-d256-followup-s00041,100,1414,1,3000,3,True,True,0.99002,14.645333498265245,15.543083051670692,44043.386008925154,14.637250000305357,14.635958501457935,14.670395999928587,44000000,157106176,345279.339,0.0,0.0,0.0,1.0,0.0,0.0,nomic-msmarco-d256-followup-s00041,nomic-msmarco-d256-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/nomic-msmarco-d256-followup,32000000000,4227072,48227072,345279.339,nomic-msmarco-d256::main-s00406,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00406', 'target': 0.99}]",['main-s00406']
